_id,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
140033,GO-2018402191,2018-03-04,2018-03-04,2018,March,4,63,Sunday    ,11,2018.0,March,4.0,63.0,Sunday    ,11,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.61844529163491,43.720721400349575
385344,GO-2024721332,2024-04-04,2024-04-04,2024,April,4,95,Thursday  ,14,2024.0,April,4.0,95.0,Thursday  ,14,D22,"Gas Station (Self, Full, Attached Convenience)",Commercial,1430,100,Assault,Assault,012,Markland Wood (12),012,Markland Wood (12),-79.58434800043761,43.63920815448781
324565,GO-202366682,2023-01-09,2023-01-09,2023,January,9,9,Monday    ,19,2023.0,January,9.0,9.0,Monday    ,12,D11,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,088,High Park North (88),088,High Park North (88),-79.47509992704491,43.65763736783539
305901,GO-20221530152,2022-08-09,2022-08-08,2022,August,9,221,Tuesday   ,13,2022.0,August,8.0,220.0,Monday    ,22,D43,"Apartment (Rooming House, Condo)",Apartment,2132,200,Theft From Motor Vehicle Over,Theft Over,133,Centennial Scarborough (133),133,Centennial Scarborough (133),-79.1469076360535,43.77830287644091
210009,GO-20192423480,2019-12-16,2019-12-16,2019,December,16,350,Monday    ,16,2019.0,December,16.0,350.0,Monday    ,16,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.43813932331516,43.66642441824135
29033,GO-20143344622,2014-11-21,2014-11-21,2014,November,21,325,Friday    ,21,2014.0,November,21.0,325.0,Friday    ,21,D52,Unknown,Other,1430,100,Assault,Assault,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.37791754527557,43.64317288227655
243009,GO-20202184963,2020-11-18,2020-11-18,2020,November,18,323,Wednesday ,6,2020.0,November,18.0,323.0,Wednesday ,0,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,046,Pleasant View (46),046,Pleasant View (46),-79.3355571818553,43.80021009780986
118014,GO-20171331313,2017-07-24,2017-07-24,2017,July,24,205,Monday    ,21,2017.0,July,24.0,205.0,Monday    ,21,D12,Bar / Restaurant,Commercial,1610,100,Robbery With Weapon,Robbery,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4738975885697,43.69041368626126
236337,GO-20201713181,2020-09-10,2020-09-10,2020,September,10,254,Thursday  ,11,2020.0,September,10.0,254.0,Thursday  ,8,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,133,Centennial Scarborough (133),133,Centennial Scarborough (133),-79.15536694032564,43.790256772888576
333001,GO-2023616596,2023-03-20,2023-03-20,2023,March,20,79,Monday    ,4,2023.0,March,20.0,79.0,Monday    ,4,D22,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2120,220,B&E W'Intent,Break and Enter,158,Islington (158),014,Islington-City Centre West (14),-79.55931927787297,43.645198511740254
54114,GO-20151526251,2015-09-04,2015-09-02,2015,September,4,247,Friday    ,11,2015.0,September,2.0,245.0,Wednesday ,3,D31,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,1430,100,Assault,Assault,027,York University Heights (27),027,York University Heights (27),-79.48814442710805,43.7520301666392
345648,GO-20231412593,2023-06-19,2023-06-19,2023,June,19,170,Monday    ,20,2023.0,June,19.0,170.0,Monday    ,20,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25600245464514,43.75607447230093
185198,GO-2019885598,2019-05-15,2019-05-15,2019,May,15,135,Wednesday ,15,2019.0,May,15.0,135.0,Wednesday ,15,D33,"Apartment (Rooming House, Condo)",Apartment,2120,220,B&E W'Intent,Break and Enter,046,Pleasant View (46),046,Pleasant View (46),-79.327225065662,43.78424563249012
259377,GO-2021985245,2021-05-27,2021-05-23,2021,May,27,147,Thursday  ,18,2021.0,May,23.0,143.0,Sunday    ,15,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,139,Scarborough Village (139),139,Scarborough Village (139),-79.21565708714536,43.74400228690666
246776,GO-20216746,2021-01-02,2021-01-02,2021,January,2,2,Saturday  ,8,2021.0,January,2.0,2.0,Saturday  ,8,D51,Ttc Subway Station,Transit,1430,100,Assault,Assault,074,North St.James Town (74),074,North St.James Town (74),-79.37684305633893,43.67235631145995
260849,GO-20211124083,2021-06-11,2010-04-09,2021,June,11,162,Friday    ,23,2010.0,April,9.0,99.0,Friday    ,0,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,140,Guildwood (140),140,Guildwood (140),-79.21030239554315,43.74817528891432
333868,GO-2023669289,2023-03-26,2023-03-26,2023,March,26,85,Sunday    ,18,2023.0,March,26.0,85.0,Sunday    ,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,070,South Riverdale (70),070,South Riverdale (70),-79.34842357227723,43.65868959981246
298349,GO-20221053727,2022-06-04,2022-06-04,2022,June,4,155,Saturday  ,5,2022.0,June,4.0,155.0,Saturday  ,2,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,Assault,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.53746133895167,43.72066924577689
89219,GO-20161658404,2016-09-18,2016-09-17,2016,September,18,262,Sunday    ,2,2016.0,September,17.0,261.0,Saturday  ,18,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.534455893695,43.639404139290015
218576,GO-2020481699,2020-03-07,2020-03-07,2020,March,7,67,Saturday  ,13,2020.0,March,7.0,67.0,Saturday  ,13,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,107,Oakwood Village (107),107,Oakwood Village (107),-79.44278558784455,43.69729606471763
365731,GO-20232597232,2023-11-09,2023-11-09,2023,November,9,313,Thursday  ,11,2023.0,November,9.0,313.0,Thursday  ,7,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,034,Bathurst Manor (34),034,Bathurst Manor (34),-79.43924412553243,43.758653579846026
200533,GO-20191838642,2019-09-24,2019-09-24,2019,September,24,267,Tuesday   ,10,2019.0,September,24.0,267.0,Tuesday   ,10,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,090,Junction Area (90),090,Junction Area (90),-79.48211941850364,43.66558765758722
246461,GO-20202439719,2020-12-29,2020-12-29,2020,December,29,364,Tuesday   ,4,2020.0,December,29.0,364.0,Tuesday   ,4,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.45240112030432,43.66547832923307
158384,GO-20181612542,2018-08-31,2018-08-31,2018,August,31,243,Friday    ,14,2018.0,August,31.0,243.0,Friday    ,14,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,NSA,NSA,NSA,NSA,,
71446,GO-2016424873,2016-03-11,2016-03-11,2016,March,11,71,Friday    ,12,2016.0,March,11.0,71.0,Friday    ,11,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.29505287971283,43.77423912728269
328665,GO-2023329857,2023-02-11,2023-02-10,2023,February,11,42,Saturday  ,10,2023.0,February,10.0,41.0,Friday    ,19,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,151,Yonge-Doris (151),051,Willowdale East (51),-79.41092000144481,43.76151558777698
266913,GO-20211627244,2021-08-11,2021-08-11,2021,August,11,223,Wednesday ,9,2021.0,August,11.0,223.0,Wednesday ,9,NSA,Pharmacy,Other,1610,210,Robbery - Business,Robbery,NSA,NSA,NSA,NSA,,
64048,GO-20152158016,2015-12-16,2015-12-16,2015,December,16,350,Wednesday ,22,2015.0,December,16.0,350.0,Wednesday ,22,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.38211834247504,43.64960628870992
295117,GO-2022861642,2022-05-08,2022-05-08,2022,May,8,128,Sunday    ,23,2022.0,May,8.0,128.0,Sunday    ,23,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.43034282321776,43.6552966035017
229615,GO-20201259160,2020-07-08,2020-07-08,2020,July,8,190,Wednesday ,3,2020.0,July,8.0,190.0,Wednesday ,3,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,074,North St.James Town (74),074,North St.James Town (74),-79.37376715504146,43.66728840645317
171656,GO-201910337,2019-01-03,2019-01-02,2019,January,3,3,Thursday  ,3,2019.0,January,2.0,2.0,Wednesday ,18,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,102,Forest Hill North (102),102,Forest Hill North (102),-79.43554548533504,43.70608396089268
155148,GO-20181400738,2018-07-31,2018-07-31,2018,July,31,212,Tuesday   ,13,2018.0,July,31.0,212.0,Tuesday   ,13,D43,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,123,Cliffcrest (123),123,Cliffcrest (123),-79.23338924203489,43.72443029262774
153273,GO-20181267477,2018-07-12,2018-07-12,2018,July,12,193,Thursday  ,2,2018.0,July,12.0,193.0,Thursday  ,2,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1460,100,Assault Peace Officer,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.40770673291904,43.65647039830517
20104,GO-20142741594,2014-08-20,2014-08-20,2014,August,20,232,Wednesday ,21,2014.0,August,20.0,232.0,Wednesday ,17,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.37106575137635,43.65160119070482
9479,GO-20141962781,2014-04-26,2014-04-24,2014,April,26,116,Saturday  ,16,2014.0,April,24.0,114.0,Thursday  ,21,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,220,B&E W'Intent,Break and Enter,163,Fort York-Liberty Village (163),082,Niagara (82),-79.41709772763275,43.63864478061785
195971,GO-20191549935,2019-08-15,2019-08-15,2019,August,15,227,Thursday  ,14,2019.0,August,15.0,227.0,Thursday  ,13,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.205648619286,43.764061994191145
111171,GO-2017864813,2017-05-16,2015-12-01,2017,May,16,136,Tuesday   ,19,2015.0,December,1.0,335.0,Tuesday   ,12,D54,"Apartment (Rooming House, Condo)",Apartment,1410,100,Aggravated Assault,Assault,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.33430173002643,43.710012275979146
407926,GO-20242084445,2024-09-23,2024-09-23,2024,September,23,267,Monday    ,2,2024.0,September,23.0,267.0,Monday    ,2,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.37100285365003,43.65829659740034
317689,GO-20222211516,2022-11-13,2022-11-13,2022,November,13,317,Sunday    ,1,2022.0,November,13.0,317.0,Sunday    ,1,D22,Bar / Restaurant,Commercial,1430,100,Assault,Assault,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.48864972327253,43.61497293945008
356208,GO-20232037915,2023-09-01,2023-09-01,2023,September,1,244,Friday    ,2,2023.0,September,1.0,244.0,Friday    ,2,D31,Universities / Colleges,Educational,1430,100,Assault,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.51003764293748,43.71769364643954
88224,GO-20161597629,2016-09-08,2016-09-08,2016,September,8,252,Thursday  ,19,2016.0,September,8.0,252.0,Thursday  ,19,D41,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,124,Kennedy Park (124),124,Kennedy Park (124),-79.25248672415931,43.72777918780734
325224,GO-2023107458,2023-01-14,2023-01-14,2023,January,14,14,Saturday  ,22,2023.0,January,14.0,14.0,Saturday  ,22,D55,"Open Areas (Lakes, Parks, Rivers)",Outside,1420,110,Assault Bodily Harm,Assault,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.33430173002643,43.710012275979146
112373,GO-2017943796,2017-05-28,2017-05-28,2017,May,28,148,Sunday    ,19,2017.0,May,28.0,148.0,Sunday    ,19,D33,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.36149372675955,43.75095019955581
371091,GO-20232885197,2023-12-16,2023-12-16,2023,December,16,350,Saturday  ,8,2023.0,December,16.0,350.0,Saturday  ,3,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2120,200,B&E,Break and Enter,003,Thistletown-Beaumond Heights (3),003,Thistletown-Beaumond Heights (3),-79.56138067962965,43.73535206733486
47703,GO-20151089111,2015-06-28,2015-06-28,2015,June,28,179,Sunday    ,17,2015.0,June,28.0,179.0,Sunday    ,3,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,072,Regent Park (72),072,Regent Park (72),-79.3660048573904,43.65943439853815
137847,GO-2018257662,2018-02-10,2017-12-18,2018,February,10,41,Saturday  ,7,2017.0,December,18.0,352.0,Monday    ,7,D11,"Apartment (Rooming House, Condo)",Apartment,1420,110,Assault Bodily Harm,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.44416362138868,43.66724462153788
73185,GO-2016546033,2016-03-31,2016-03-29,2016,March,31,91,Thursday  ,15,2016.0,March,29.0,89.0,Tuesday   ,13,D52,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1430,100,Assault,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.38946473862629,43.64594508504874
241662,GO-20202094088,2020-11-04,2020-11-04,2020,November,4,309,Wednesday ,16,2020.0,November,4.0,309.0,Wednesday ,16,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,Robbery,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.38208824652705,43.65909819820201
128171,GO-20171987665,2017-11-02,2017-11-02,2017,November,2,306,Thursday  ,20,2017.0,November,2.0,306.0,Thursday  ,20,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,110,Assault Bodily Harm,Assault,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.43813932331516,43.66642441824135
82631,GO-20161199254,2016-07-09,2016-07-08,2016,July,9,191,Saturday  ,2,2016.0,July,8.0,190.0,Friday    ,7,D42,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.299347987595,43.78359734276375
256230,GO-2021753875,2021-04-24,2021-04-24,2021,April,24,114,Saturday  ,19,2021.0,April,24.0,114.0,Saturday  ,19,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.33494772634278,43.71872655239281
21779,GO-20142859971,2014-09-07,2014-09-07,2014,September,7,250,Sunday    ,2,2014.0,September,7.0,250.0,Sunday    ,2,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,021,Humber Summit (21),021,Humber Summit (21),-79.56441563059326,43.76261751407485
147443,GO-2018899586,2018-05-18,2018-05-18,2018,May,18,138,Friday    ,22,2018.0,May,18.0,138.0,Friday    ,22,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.44838282263571,43.72208105574656
372614,GO-20232966790,2023-12-28,2023-12-26,2023,December,28,362,Thursday  ,8,2023.0,December,26.0,360.0,Tuesday   ,20,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,143,West Rouge (143),131,Rouge (131),-79.17475088984456,43.801592190606215
297940,GO-20221031717,2022-06-01,2022-05-31,2022,June,1,152,Wednesday ,7,2022.0,May,31.0,151.0,Tuesday   ,23,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.38449086245213,43.68083303506081
97805,GO-20162237075,2016-12-18,2016-12-18,2016,December,18,353,Sunday    ,4,2016.0,December,18.0,353.0,Sunday    ,4,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1450,120,Discharge Firearm With Intent,Assault,144,Morningside Heights (144),131,Rouge (131),-79.21011250236356,43.820183364539936
395388,GO-20241343932,2024-06-20,2023-01-01,2024,June,20,172,Thursday  ,15,2023.0,January,1.0,1.0,Sunday    ,0,NSA,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,110,Assault Bodily Harm,Assault,NSA,NSA,NSA,NSA,,
90481,GO-20161743108,2016-10-01,2016-10-01,2016,October,1,275,Saturday  ,2,2016.0,October,1.0,275.0,Saturday  ,2,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1410,100,Aggravated Assault,Assault,136,West Hill (136),136,West Hill (136),-79.18704390821176,43.771012495426646
131081,GO-20173087915,2017-11-29,2017-10-21,2017,November,29,333,Wednesday ,7,2017.0,October,21.0,294.0,Saturday  ,4,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.38660834039426,43.648634287737934
373742,GO-202441783,2024-01-06,2021-05-21,2024,January,6,6,Saturday  ,14,2021.0,May,21.0,141.0,Friday    ,19,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,126,Dorset Park (126),126,Dorset Park (126),-79.28124581753974,43.75078605436385
124450,GO-20171746511,2017-09-26,2017-09-26,2017,September,26,269,Tuesday   ,13,2017.0,September,26.0,269.0,Tuesday   ,13,D12,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,113,Weston (113),113,Weston (113),-79.52936274260539,43.70516585125755
287114,GO-2022370222,2022-02-26,2022-02-26,2022,February,26,57,Saturday  ,7,2022.0,February,26.0,57.0,Saturday  ,7,D12,Ttc Bus,Transit,1430,100,Assault,Assault,115,Mount Dennis (115),115,Mount Dennis (115),-79.48565849057034,43.68507779838248
146191,GO-2018817858,2018-05-06,2018-05-06,2018,May,6,126,Sunday    ,19,2018.0,May,6.0,126.0,Sunday    ,19,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.46453849725165,43.686650793804944
363968,GO-20232496068,2023-10-27,2023-10-27,2023,October,27,300,Friday    ,18,2023.0,October,27.0,300.0,Friday    ,7,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.56358883804867,43.70539786754034
78370,GO-20169005095,2016-05-27,2016-05-23,2016,May,27,148,Friday    ,22,2016.0,May,23.0,144.0,Monday    ,8,D51,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.38336204666331,43.66202540112916
198358,GO-20191696204,2019-09-05,2019-09-05,2019,September,5,248,Thursday  ,0,2019.0,September,5.0,248.0,Thursday  ,0,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.4410149550129,43.72012365670612
147541,GO-2018902134,2018-05-19,2018-05-17,2018,May,19,139,Saturday  ,9,2018.0,May,17.0,137.0,Thursday  ,21,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.36561630273418,43.69885058088246
57863,GO-20151765644,2015-10-13,2015-10-13,2015,October,13,286,Tuesday   ,15,2015.0,October,13.0,286.0,Tuesday   ,15,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4370618209781,43.65521640563446
133972,GO-20173292641,2017-12-31,2017-12-30,2017,December,31,365,Sunday    ,1,2017.0,December,30.0,364.0,Saturday  ,22,D55,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.32078432787135,43.67655490112645
292248,GO-2022684986,2022-04-13,2022-04-13,2022,April,13,103,Wednesday ,6,2022.0,April,13.0,103.0,Wednesday ,3,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.30339478427334,43.74674123510711
176141,GO-2019306235,2019-02-17,2018-12-09,2019,February,17,48,Sunday    ,20,2018.0,December,9.0,343.0,Sunday    ,13,D53,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34661502162206,43.703234389898334
255449,GO-2021683879,2021-04-14,2021-04-14,2021,April,14,104,Wednesday ,12,2021.0,April,14.0,104.0,Wednesday ,12,D13,Ttc Subway Station,Transit,1430,100,Assault,Assault,096,Casa Loma (96),096,Casa Loma (96),-79.41589533777751,43.68369602277462
91045,GO-20161782261,2016-10-07,2016-10-07,2016,October,7,281,Friday    ,1,2016.0,October,7.0,281.0,Friday    ,0,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,Robbery,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5446916898966,43.63211611396717
411314,GO-20242295167,2024-10-20,2024-10-18,2024,October,20,294,Sunday    ,14,2024.0,October,18.0,292.0,Friday    ,6,D52,Bar / Restaurant,Commercial,2120,220,B&E W'Intent,Break and Enter,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3906662393632,43.65042918953283
235396,GO-20201648913,2020-09-01,2020-08-31,2020,September,1,245,Tuesday   ,6,2020.0,August,31.0,244.0,Monday    ,19,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.42616106651171,43.75874427911236
255185,GO-2021663644,2021-04-11,2021-04-11,2021,April,11,101,Sunday    ,10,2021.0,April,11.0,101.0,Sunday    ,10,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,Robbery,103,Lawrence Park South (103),103,Lawrence Park South (103),-79.41549042120992,43.70313888510094
70598,GO-2016371357,2016-03-02,2016-03-02,2016,March,2,62,Wednesday ,19,2016.0,March,2.0,62.0,Wednesday ,19,D51,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.37100285365003,43.65829659740034
118492,GO-20171360342,2017-07-29,2017-07-29,2017,July,29,210,Saturday  ,4,2017.0,July,29.0,210.0,Saturday  ,0,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.28859851434473,43.80249993706171
176101,GO-2019300758,2019-02-17,2019-02-16,2019,February,17,48,Sunday    ,1,2019.0,February,16.0,47.0,Saturday  ,21,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,027,York University Heights (27),027,York University Heights (27),-79.49818300113935,43.76545296599272
316407,GO-20222142563,2022-11-03,2022-11-02,2022,November,3,307,Thursday  ,14,2022.0,November,2.0,306.0,Wednesday ,17,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4325992966912,43.73149736076342
165961,GO-20182077297,2018-11-10,2018-11-10,2018,November,10,314,Saturday  ,22,2018.0,November,10.0,314.0,Saturday  ,22,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.50599893166374,43.61783396688374
280157,GO-20212411408,2021-12-14,2021-12-14,2021,December,14,348,Tuesday   ,22,2021.0,December,14.0,348.0,Tuesday   ,22,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39103823795996,43.64631338541703
333517,GO-2023647422,2023-03-23,2023-03-23,2023,March,23,82,Thursday  ,20,2023.0,March,23.0,82.0,Thursday  ,16,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.51412794306921,43.720642146439545
18145,GO-20142597155,2014-07-29,2014-07-29,2014,July,29,210,Tuesday   ,19,2014.0,July,29.0,210.0,Tuesday   ,19,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25424114074588,43.77663626761306
1278,GO-20141360005,2014-01-17,2014-01-17,2014,January,17,17,Friday    ,10,2014.0,January,17.0,17.0,Friday    ,10,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,066,Danforth (66),066,Danforth (66),-79.33079652677581,43.68446960514356
74421,GO-2016635033,2016-04-14,2016-04-11,2016,April,14,105,Thursday  ,13,2016.0,April,11.0,102.0,Monday    ,9,D32,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,034,Bathurst Manor (34),034,Bathurst Manor (34),-79.43924412553243,43.758653579846026
288827,GO-2022481476,2022-03-14,2022-02-11,2022,March,14,73,Monday    ,21,2022.0,February,11.0,42.0,Friday    ,23,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,090,Junction Area (90),090,Junction Area (90),-79.47521062583037,43.661114765882665
