_id,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
226691,GO-20201054169,2020-06-08,2020-06-05,2020,June,8,160,Monday    ,13,2020.0,June,5.0,157.0,Friday    ,17,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,043,Victoria Village (43),043,Victoria Village (43),-79.3048289573718,43.71686276883245
113880,GO-20171049268,2017-06-13,2017-06-13,2017,June,13,164,Tuesday   ,6,2017.0,June,13.0,164.0,Tuesday   ,6,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.36944905342786,43.65452239362609
313123,GO-20221951101,2022-10-07,2022-10-06,2022,October,7,280,Friday    ,8,2022.0,October,6.0,279.0,Thursday  ,23,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.50710979462193,43.740924146883934
55731,GO-20151627365,2015-09-20,2015-09-20,2015,September,20,263,Sunday    ,15,2015.0,September,20.0,263.0,Sunday    ,15,D33,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,047,Don Valley Village (47),047,Don Valley Village (47),-79.35472494347606,43.79265564869184
229968,GO-20201288745,2020-07-12,2020-07-12,2020,July,12,194,Sunday    ,1,2020.0,July,12.0,194.0,Sunday    ,1,D13,Bar / Restaurant,Commercial,1430,100,Assault,Assault,107,Oakwood Village (107),107,Oakwood Village (107),-79.4473049856385,43.6963320656177
176770,GO-2019349725,2019-02-24,2019-02-24,2019,February,24,55,Sunday    ,15,2019.0,February,24.0,55.0,Sunday    ,10,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.60420741329722,43.706026538413205
301625,GO-20221254990,2022-07-02,2022-07-02,2022,July,2,183,Saturday  ,10,2022.0,July,2.0,183.0,Saturday  ,10,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,024,Black Creek (24),024,Black Creek (24),-79.51869671361172,43.76912958575327
305600,GO-20221513417,2022-08-06,2022-08-06,2022,August,6,218,Saturday  ,23,2022.0,August,6.0,218.0,Saturday  ,23,D51,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37636914805827,43.65225369135736
20281,GO-20142750499,2014-08-22,2014-08-20,2014,August,22,234,Friday    ,0,2014.0,August,20.0,232.0,Wednesday ,20,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,034,Bathurst Manor (34),034,Bathurst Manor (34),-79.43878352596376,43.75678357631839
125983,GO-20171850303,2017-10-12,2015-10-12,2017,October,12,285,Thursday  ,19,2015.0,October,12.0,285.0,Monday    ,16,NSA,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,NSA,NSA,NSA,NSA,,
28045,GO-20143274396,2014-11-10,2014-11-10,2014,November,10,314,Monday    ,10,2014.0,November,10.0,314.0,Monday    ,10,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1460,100,Assault Peace Officer,Assault,027,York University Heights (27),027,York University Heights (27),-79.49181799509242,43.74365542744411
338480,GO-2023959473,2023-04-30,2023-04-30,2023,April,30,120,Sunday    ,14,2023.0,April,30.0,120.0,Sunday    ,5,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,139,Scarborough Village (139),139,Scarborough Village (139),-79.21316588342594,43.74201288861351
386610,GO-2024798246,2024-04-14,2023-08-17,2024,April,14,105,Sunday    ,13,2023.0,August,17.0,229.0,Thursday  ,11,D52,"Apartment (Rooming House, Condo)",Apartment,2120,210,Unlawfully In Dwelling-House,Break and Enter,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39284323733442,43.64731758642124
130156,GO-20173042655,2017-11-21,2017-11-21,2017,November,21,325,Tuesday   ,19,2017.0,November,21.0,325.0,Tuesday   ,19,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.38419105054933,43.67080371004932
348957,GO-20231631504,2023-07-13,2023-07-13,2023,July,13,194,Thursday  ,21,2023.0,July,13.0,194.0,Thursday  ,6,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,136,West Hill (136),136,West Hill (136),-79.18486371013327,43.772804694410056
94594,GO-20162024444,2016-11-14,2016-11-14,2016,November,14,319,Monday    ,16,2016.0,November,14.0,319.0,Monday    ,15,D52,Convenience Stores,Commercial,1430,100,Assault,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39492193580202,43.64549678460044
285511,GO-2022267271,2022-02-10,2022-02-10,2022,February,10,41,Thursday  ,8,2022.0,February,10.0,41.0,Thursday  ,8,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,200,Robbery - Mugging,Robbery,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.38091294638609,43.656324795428525
30256,GO-20143424909,2014-12-04,2014-12-04,2014,December,4,338,Thursday  ,20,2014.0,December,4.0,338.0,Thursday  ,17,D51,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,072,Regent Park (72),072,Regent Park (72),-79.35607776657861,43.66165640165877
365859,GO-20232605851,2023-11-10,2023-11-10,2023,November,10,314,Friday    ,12,2023.0,November,10.0,314.0,Friday    ,12,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,140,Robbery - Vehicle Jacking,Robbery,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39449193577873,43.64444158354526
382895,GO-2024573332,2024-03-15,2024-03-15,2024,March,15,75,Friday    ,23,2024.0,March,15.0,75.0,Friday    ,23,D42,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,144,Morningside Heights (144),131,Rouge (131),-79.22849769987977,43.82316668775837
395097,GO-20241322712,2024-06-18,2024-06-17,2024,June,18,170,Tuesday   ,7,2024.0,June,17.0,169.0,Monday    ,18,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,113,Weston (113),113,Weston (113),-79.52634824716152,43.70351815842881
189498,GO-20191159195,2019-06-22,2019-06-22,2019,June,22,173,Saturday  ,16,2019.0,June,22.0,173.0,Saturday  ,16,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.2849670586727,43.68304963828405
377863,GO-2024276865,2024-02-06,2024-02-06,2024,February,6,37,Tuesday   ,8,2024.0,February,6.0,37.0,Tuesday   ,4,D32,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,105,Lawrence Park North (105),105,Lawrence Park North (105),-79.40356274210734,43.73029197579272
358706,GO-20232191004,2023-09-19,2023-09-19,2023,September,19,262,Tuesday   ,13,2023.0,September,19.0,262.0,Tuesday   ,13,D41,Convenience Stores,Commercial,1430,100,Assault,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2998193678649,43.72503165591391
168846,GO-20182239624,2018-12-06,2018-12-06,2018,December,6,340,Thursday  ,11,2018.0,December,6.0,340.0,Thursday  ,8,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,070,South Riverdale (70),070,South Riverdale (70),-79.32842319762746,43.65923114196124
370934,GO-20232883121,2023-12-15,2023-12-15,2023,December,15,349,Friday    ,23,2023.0,December,15.0,349.0,Friday    ,23,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,047,Don Valley Village (47),047,Don Valley Village (47),-79.34567544997346,43.78042001594849
332576,GO-2023601237,2023-03-17,2023-03-17,2023,March,17,76,Friday    ,23,2023.0,March,17.0,76.0,Friday    ,23,D53,Bar / Restaurant,Commercial,1430,100,Assault,Assault,095,Annex (95),095,Annex (95),-79.40268993912223,43.66690400968224
28050,GO-20143273996,2014-11-10,2014-11-09,2014,November,10,314,Monday    ,9,2014.0,November,9.0,313.0,Sunday    ,20,D31,Unknown,Other,1430,100,Assault,Assault,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51289951679388,43.75225028218827
295245,GO-2022865140,2022-05-09,2022-05-07,2022,May,9,129,Monday    ,12,2022.0,May,7.0,127.0,Saturday  ,11,D32,Ttc Subway Station,Transit,1430,100,Assault,Assault,037,Willowdale West (37),037,Willowdale West (37),-79.4155662486542,43.779764396334784
323870,GO-202318934,2023-01-03,2022-12-19,2023,January,3,3,Tuesday   ,15,2022.0,December,19.0,353.0,Monday    ,0,D12,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,029,Maple Leaf (29),029,Maple Leaf (29),-79.48011533737879,43.71786814751197
203485,GO-20192019845,2019-10-19,2019-10-19,2019,October,19,292,Saturday  ,16,2019.0,October,19.0,292.0,Saturday  ,16,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.35697966281266,43.656384995488686
283110,GO-202296765,2022-01-15,2022-01-15,2022,January,15,15,Saturday  ,20,2022.0,January,15.0,15.0,Saturday  ,20,D31,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,1430,100,Assault,Assault,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.49055358881745,43.74270141722439
269112,GO-20211662834,2021-08-31,2021-08-31,2021,August,31,243,Tuesday   ,15,2021.0,August,31.0,243.0,Tuesday   ,15,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),-79.57235517645394,43.72343365281462
38615,GO-2015469877,2015-03-20,2015-03-20,2015,March,20,79,Friday    ,14,2015.0,March,20.0,79.0,Friday    ,1,D14,Bar / Restaurant,Commercial,1420,110,Assault Bodily Harm,Assault,079,University (79),079,University (79),-79.40746683714495,43.66590821005157
170293,GO-20182333053,2018-12-20,2018-12-20,2018,December,20,354,Thursday  ,20,2018.0,December,20.0,354.0,Thursday  ,20,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1450,100,Discharge Firearm - Recklessly,Assault,139,Scarborough Village (139),139,Scarborough Village (139),-79.22032786965296,43.735993488891175
125089,GO-20171789935,2017-10-03,2017-10-03,2017,October,3,276,Tuesday   ,1,2017.0,October,3.0,276.0,Tuesday   ,0,D43,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,139,Scarborough Village (139),139,Scarborough Village (139),-79.21176278724487,43.74375928918706
101442,GO-2017184756,2017-01-30,2017-01-29,2017,January,30,30,Monday    ,8,2017.0,January,29.0,29.0,Sunday    ,7,D12,"Apartment (Rooming House, Condo)",Apartment,1450,100,Discharge Firearm - Recklessly,Assault,028,Rustic (28),028,Rustic (28),-79.50470964373855,43.71573754643957
252752,GO-2021472017,2021-03-14,2021-03-13,2021,March,14,73,Sunday    ,11,2021.0,March,13.0,72.0,Saturday  ,22,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,034,Bathurst Manor (34),034,Bathurst Manor (34),-79.43903112507442,43.75776837743897
178241,GO-2019444326,2019-03-11,2019-03-11,2019,March,11,70,Monday    ,8,2019.0,March,11.0,70.0,Monday    ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.38309224661504,43.66137010047386
404580,GO-20241882726,2024-08-28,2024-08-27,2024,August,28,241,Wednesday ,8,2024.0,August,27.0,240.0,Tuesday   ,23,D23,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58577617904946,43.75094238030404
272374,GO-20211878941,2021-09-30,2021-09-30,2021,September,30,273,Thursday  ,15,2021.0,September,30.0,273.0,Thursday  ,15,D55,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.33610102844712,43.70935237713911
151339,GO-20181141736,2018-06-23,2018-06-23,2018,June,23,174,Saturday  ,11,2018.0,June,23.0,174.0,Saturday  ,3,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39793503569493,43.65296189280764
101951,GO-2017219288,2017-02-04,2017-02-03,2017,February,4,35,Saturday  ,14,2017.0,February,3.0,34.0,Friday    ,18,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.53445096937553,43.73067491839184
188616,GO-20191104385,2019-06-15,2019-06-10,2019,June,15,166,Saturday  ,8,2019.0,June,10.0,161.0,Monday    ,12,NSA,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,NSA,NSA,NSA,NSA,,
303190,GO-20221356528,2022-07-16,2022-07-15,2022,July,16,197,Saturday  ,7,2022.0,July,15.0,196.0,Friday    ,20,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,146,Malvern East (146),132,Malvern (132),-79.21195558293455,43.81027740985083
250063,GO-2021262430,2021-02-10,2021-02-10,2021,February,10,41,Wednesday ,16,2021.0,February,10.0,41.0,Wednesday ,16,D23,Unknown,Other,2135,210,Theft Of Motor Vehicle,Auto Theft,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6352271693019,43.74929326403129
392739,GO-20241183117,2024-05-31,2024-05-31,2024,May,31,152,Friday    ,22,2024.0,May,31.0,152.0,Friday    ,22,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1450,120,Discharge Firearm With Intent,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.29132139769587,43.75506473994409
312302,GO-20221909806,2022-10-01,2022-10-01,2022,October,1,274,Saturday  ,11,2022.0,October,1.0,274.0,Saturday  ,3,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),-79.39995697551623,43.74152408073862
371801,GO-20232930763,2023-12-22,2023-12-09,2023,December,22,356,Friday    ,13,2023.0,December,9.0,343.0,Saturday  ,19,D52,"Police / Courts (Parole Board, Probation Office)",Other,2120,200,B&E,Break and Enter,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.39039554394323,43.66089860000237
106485,GO-2017548197,2017-03-28,2017-03-28,2017,March,28,87,Tuesday   ,14,2017.0,March,28.0,87.0,Tuesday   ,14,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39453313819828,43.653668293192354
179592,GO-2019530510,2019-03-24,2019-03-24,2019,March,24,83,Sunday    ,4,2019.0,March,24.0,83.0,Sunday    ,3,D12,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.49015206607174,43.69643696998522
352839,GO-20231852123,2023-08-09,2023-08-08,2023,August,9,221,Wednesday ,8,2023.0,August,8.0,220.0,Tuesday   ,23,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,220,B&E W'Intent,Break and Enter,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.42463442640963,43.66220290951827
101099,GO-2017164363,2017-01-26,2017-01-26,2017,January,26,26,Thursday  ,21,2017.0,January,26.0,26.0,Thursday  ,21,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,027,York University Heights (27),027,York University Heights (27),-79.49905742439654,43.75711457682112
37815,GO-2015410585,2015-03-10,2015-03-10,2015,March,10,69,Tuesday   ,17,2015.0,March,10.0,69.0,Tuesday   ,14,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,144,Morningside Heights (144),131,Rouge (131),-79.21911092165251,43.84402682329776
235028,GO-20201621000,2020-08-28,2020-08-27,2020,August,28,241,Friday    ,8,2020.0,August,27.0,240.0,Thursday  ,18,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,047,Don Valley Village (47),047,Don Valley Village (47),-79.34788525064288,43.77712411379338
384267,GO-2024655908,2024-03-27,2024-03-26,2024,March,27,87,Wednesday ,3,2024.0,March,26.0,86.0,Tuesday   ,22,D53,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,095,Annex (95),095,Annex (95),-79.40052644689196,43.67637412065943
197690,GO-20191654947,2019-08-30,2019-08-30,2019,August,30,242,Friday    ,2,2019.0,August,30.0,242.0,Friday    ,2,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,210,Robbery - Business,Robbery,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.43998952000229,43.65100510099536
155048,GO-20181396000,2018-07-30,2018-07-28,2018,July,30,211,Monday    ,19,2018.0,July,28.0,209.0,Saturday  ,19,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.38980821218748,43.75614898853962
264905,GO-20211379646,2021-07-22,2021-07-22,2021,July,22,203,Thursday  ,17,2021.0,July,22.0,203.0,Thursday  ,17,D32,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,035,Westminster-Branson (35),035,Westminster-Branson (35),-79.44551791735267,43.7839363940729
327273,GO-2023236003,2023-01-31,2023-01-31,2023,January,31,31,Tuesday   ,0,2023.0,January,31.0,31.0,Tuesday   ,0,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,134,Highland Creek (134),134,Highland Creek (134),-79.15776643686297,43.79384427382607
204691,GO-20192086509,2019-10-29,2019-10-29,2019,October,29,302,Tuesday   ,4,2019.0,October,29.0,302.0,Tuesday   ,4,D41,"Gas Station (Self, Full, Attached Convenience)",Commercial,1610,210,Robbery - Business,Robbery,124,Kennedy Park (124),124,Kennedy Park (124),-79.25968890580059,43.71727200173888
360781,GO-20232316964,2023-10-04,2023-10-02,2023,October,4,277,Wednesday ,22,2023.0,October,2.0,275.0,Monday    ,14,D53,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34661502162206,43.703234389898334
168099,GO-20182200451,2018-11-30,2018-11-30,2018,November,30,334,Friday    ,9,2018.0,November,30.0,334.0,Friday    ,9,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5305465951666,43.64675888467758
24741,GO-20143068509,2014-10-08,2014-10-08,2014,October,8,281,Wednesday ,19,2014.0,October,8.0,281.0,Wednesday ,18,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.31407852788031,43.66991119712522
164737,GO-20182006306,2018-10-31,2018-10-31,2018,October,31,304,Wednesday ,3,2018.0,October,31.0,304.0,Wednesday ,2,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,073,Moss Park (73),073,Moss Park (73),-79.36649155685076,43.65886509796886
